CARRIER,DEST,DISTANCE,FL_DATE,ORIGIN,DAY_WEEK,Flight Status,,,,,,
RU,EWR,169,07-01-04,BWI,3,ontime,,,,,,
RU,EWR,169,07-01-04,BWI,3,ontime,,,,,,
RU,EWR,169,07-01-04,BWI,3,delayed,,,,,,
RU,EWR,169,07-01-04,BWI,3,delayed,,,,,,
CO,EWR,199,07-01-04,DCA,3,ontime,,,,,,
CO,EWR,199,07-01-04,DCA,3,delayed,,,,,,
CO,EWR,199,07-01-04,DCA,3,delayed,,,,,,
CO,EWR,199,07-01-04,DCA,3,ontime,,,,,,
DH,EWR,213,07-01-04,IAD,3,ontime,,,,,,
DH,EWR,213,07-01-04,IAD,3,ontime,,,,,,
DH,EWR,213,07-01-04,IAD,3,delayed,,,,,,
DH,EWR,213,07-01-04,IAD,3,ontime,,,,,,
DH,EWR,213,07-01-04,IAD,3,ontime,,,,,,
DH,EWR,213,07-01-04,IAD,3,ontime,,,,,,
RU,EWR,199,07-01-04,DCA,3,ontime,,,,,,
RU,EWR,213,07-01-04,IAD,3,delayed,,,,,,
RU,EWR,213,07-01-04,IAD,3,delayed,,,,,,
RU,EWR,199,07-01-04,DCA,3,ontime,,,,,,
RU,EWR,213,07-01-04,IAD,3,ontime,,,,,,
RU,EWR,213,07-01-04,IAD,3,ontime,,,,,,
RU,EWR,213,07-01-04,IAD,3,delayed,,,,,,
RU,EWR,199,07-01-04,DCA,3,ontime,,,,,,
RU,EWR,199,07-01-04,DCA,3,ontime,,,,,,
RU,EWR,199,07-01-04,DCA,3,ontime,,,,,,
RU,EWR,199,07-01-04,DCA,3,ontime,,,,,,
OH,JFK,184,08-01-04,BWI,4,ontime,,,,,,
DH,JFK,213,08-01-04,DCA,4,delayed,,,,,,
DH,LGA,229,08-01-04,IAD,4,ontime,,,,,,
DH,LGA,229,08-01-04,IAD,4,delayed,,,,,,
DH,LGA,229,08-01-04,IAD,4,delayed,,,,,,
DH,LGA,229,08-01-04,IAD,4,delayed,,,,,,
DH,LGA,229,08-01-04,IAD,4,ontime,,,,,,
DH,LGA,229,08-01-04,IAD,4,ontime,,,,,,
DH,JFK,228,08-01-04,IAD,4,ontime,,,,,,
DH,JFK,228,08-01-04,IAD,4,ontime,,,,,,
DH,JFK,228,08-01-04,IAD,4,ontime,,,,,,
DH,JFK,228,08-01-04,IAD,4,ontime,,,,,,
DH,JFK,228,08-01-04,IAD,4,ontime,,,,,,
DH,JFK,228,08-01-04,IAD,4,ontime,,,,,,
DH,JFK,228,08-01-04,IAD,4,ontime,,,,,,
DL,JFK,213,08-01-04,DCA,4,delayed,,,,,,
DL,LGA,214,08-01-04,DCA,4,ontime,,,,,,
DL,LGA,214,08-01-04,DCA,4,ontime,,,,,,
DL,LGA,214,08-01-04,DCA,4,ontime,,,,,,
DL,LGA,214,08-01-04,DCA,4,ontime,,,,,,
DL,LGA,214,08-01-04,DCA,4,ontime,,,,,,
DL,LGA,214,08-01-04,DCA,4,ontime,,,,,,
DL,LGA,214,08-01-04,DCA,4,ontime,,,,,,
DL,LGA,214,08-01-04,DCA,4,ontime,,,,,,
DL,LGA,214,08-01-04,DCA,4,ontime,,,,,,
DL,LGA,214,08-01-04,DCA,4,ontime,,,,,,
DL,LGA,214,08-01-04,DCA,4,ontime,,,,,,
DL,LGA,214,08-01-04,DCA,4,ontime,,,,,,
DL,LGA,214,08-01-04,DCA,4,ontime,,,,,,
DL,LGA,214,08-01-04,DCA,4,ontime,,,,,,
DL,LGA,214,08-01-04,DCA,4,ontime,,,,,,
MQ,JFK,213,08-01-04,DCA,4,ontime,,,,,,
MQ,JFK,213,08-01-04,DCA,4,ontime,,,,,,
MQ,JFK,213,08-01-04,DCA,4,ontime,,,,,,
MQ,LGA,214,08-01-04,DCA,4,ontime,,,,,,
MQ,LGA,214,08-01-04,DCA,4,ontime,,,,,,
MQ,LGA,214,08-01-04,DCA,4,ontime,,,,,,
MQ,LGA,214,08-01-04,DCA,4,ontime,,,,,,
MQ,LGA,214,08-01-04,DCA,4,ontime,,,,,,
MQ,LGA,214,08-01-04,DCA,4,ontime,,,,,,
MQ,LGA,214,08-01-04,DCA,4,ontime,,,,,,
MQ,LGA,214,08-01-04,DCA,4,ontime,,,,,,
MQ,LGA,214,08-01-04,DCA,4,ontime,,,,,,
UA,LGA,229,08-01-04,IAD,4,ontime,,,,,,
US,LGA,214,08-01-04,DCA,4,ontime,,,,,,
US,LGA,214,08-01-04,DCA,4,ontime,,,,,,
US,LGA,214,08-01-04,DCA,4,ontime,,,,,,
US,LGA,214,08-01-04,DCA,4,ontime,,,,,,
US,LGA,214,08-01-04,DCA,4,ontime,,,,,,
US,LGA,214,08-01-04,DCA,4,ontime,,,,,,
US,LGA,214,08-01-04,DCA,4,ontime,,,,,,
US,LGA,214,08-01-04,DCA,4,ontime,,,,,,
US,LGA,214,08-01-04,DCA,4,ontime,,,,,,
US,LGA,214,08-01-04,DCA,4,ontime,,,,,,
US,LGA,214,08-01-04,DCA,4,ontime,,,,,,
US,LGA,214,08-01-04,DCA,4,delayed,,,,,,
US,LGA,214,08-01-04,DCA,4,ontime,,,,,,
US,LGA,214,08-01-04,DCA,4,delayed,,,,,,
US,LGA,214,08-01-04,DCA,4,delayed,,,,,,
US,LGA,214,08-01-04,DCA,4,ontime,,,,,,
RU,EWR,169,08-01-04,BWI,4,ontime,,,,,,
RU,EWR,169,08-01-04,BWI,4,ontime,,,,,,
RU,EWR,169,08-01-04,BWI,4,ontime,,,,,,
RU,EWR,169,08-01-04,BWI,4,ontime,,,,,,
CO,EWR,199,08-01-04,DCA,4,ontime,,,,,,
CO,EWR,199,08-01-04,DCA,4,ontime,,,,,,
CO,EWR,199,08-01-04,DCA,4,ontime,,,,,,
CO,EWR,199,08-01-04,DCA,4,ontime,,,,,,
DH,EWR,213,08-01-04,IAD,4,ontime,,,,,,
DH,EWR,213,08-01-04,IAD,4,ontime,,,,,,
DH,EWR,213,08-01-04,IAD,4,ontime,,,,,,
DH,EWR,213,08-01-04,IAD,4,ontime,,,,,,
DH,EWR,213,08-01-04,IAD,4,ontime,,,,,,
DH,EWR,213,08-01-04,IAD,4,ontime,,,,,,
RU,EWR,213,08-01-04,IAD,4,ontime,,,,,,
RU,EWR,213,08-01-04,IAD,4,ontime,,,,,,
RU,EWR,213,08-01-04,IAD,4,ontime,,,,,,
RU,EWR,199,08-01-04,DCA,4,ontime,,,,,,
RU,EWR,199,08-01-04,DCA,4,delayed,,,,,,
RU,EWR,199,08-01-04,DCA,4,ontime,,,,,,
RU,EWR,213,08-01-04,IAD,4,ontime,,,,,,
RU,EWR,213,08-01-04,IAD,4,ontime,,,,,,
RU,EWR,199,08-01-04,DCA,4,ontime,,,,,,
RU,EWR,199,08-01-04,DCA,4,ontime,,,,,,
RU,EWR,199,08-01-04,DCA,4,ontime,,,,,,
OH,JFK,184,09-01-04,BWI,5,ontime,,,,,,
DH,JFK,213,09-01-04,DCA,5,ontime,,,,,,
DH,LGA,229,09-01-04,IAD,5,ontime,,,,,,
DH,LGA,229,09-01-04,IAD,5,delayed,,,,,,
DH,LGA,229,09-01-04,IAD,5,delayed,,,,,,
DH,LGA,229,09-01-04,IAD,5,ontime,,,,,,
DH,LGA,229,09-01-04,IAD,5,delayed,,,,,,
DH,LGA,229,09-01-04,IAD,5,ontime,,,,,,
DH,JFK,228,09-01-04,IAD,5,delayed,,,,,,
DH,JFK,228,09-01-04,IAD,5,ontime,,,,,,
DH,JFK,228,09-01-04,IAD,5,ontime,,,,,,
DH,JFK,228,09-01-04,IAD,5,ontime,,,,,,
DH,JFK,228,09-01-04,IAD,5,ontime,,,,,,
DH,JFK,228,09-01-04,IAD,5,ontime,,,,,,
DH,JFK,228,09-01-04,IAD,5,ontime,,,,,,
DL,JFK,213,09-01-04,DCA,5,ontime,,,,,,
DL,LGA,214,09-01-04,DCA,5,ontime,,,,,,
DL,LGA,214,09-01-04,DCA,5,delayed,,,,,,
DL,LGA,214,09-01-04,DCA,5,ontime,,,,,,
DL,LGA,214,09-01-04,DCA,5,ontime,,,,,,
DL,LGA,214,09-01-04,DCA,5,ontime,,,,,,
DL,LGA,214,09-01-04,DCA,5,ontime,,,,,,
DL,LGA,214,09-01-04,DCA,5,ontime,,,,,,
DL,LGA,214,09-01-04,DCA,5,ontime,,,,,,
DL,LGA,214,09-01-04,DCA,5,ontime,,,,,,
DL,LGA,214,09-01-04,DCA,5,ontime,,,,,,
DL,LGA,214,09-01-04,DCA,5,ontime,,,,,,
DL,LGA,214,09-01-04,DCA,5,ontime,,,,,,
DL,LGA,214,09-01-04,DCA,5,ontime,,,,,,
DL,LGA,214,09-01-04,DCA,5,ontime,,,,,,
DL,LGA,214,09-01-04,DCA,5,ontime,,,,,,
MQ,JFK,213,09-01-04,DCA,5,ontime,,,,,,
MQ,JFK,213,09-01-04,DCA,5,ontime,,,,,,
MQ,JFK,213,09-01-04,DCA,5,delayed,,,,,,
MQ,LGA,214,09-01-04,DCA,5,delayed,,,,,,
MQ,LGA,214,09-01-04,DCA,5,ontime,,,,,,
MQ,LGA,214,09-01-04,DCA,5,delayed,,,,,,
MQ,LGA,214,09-01-04,DCA,5,ontime,,,,,,
MQ,LGA,214,09-01-04,DCA,5,ontime,,,,,,
MQ,LGA,214,09-01-04,DCA,5,ontime,,,,,,
MQ,LGA,214,09-01-04,DCA,5,delayed,,,,,,
MQ,LGA,214,09-01-04,DCA,5,ontime,,,,,,
MQ,LGA,214,09-01-04,DCA,5,delayed,,,,,,
UA,LGA,229,09-01-04,IAD,5,delayed,,,,,,
US,LGA,214,09-01-04,DCA,5,ontime,,,,,,
US,LGA,214,09-01-04,DCA,5,ontime,,,,,,
US,LGA,214,09-01-04,DCA,5,ontime,,,,,,
US,LGA,214,09-01-04,DCA,5,ontime,,,,,,
US,LGA,214,09-01-04,DCA,5,ontime,,,,,,
US,LGA,214,09-01-04,DCA,5,ontime,,,,,,
US,LGA,214,09-01-04,DCA,5,ontime,,,,,,
US,LGA,214,09-01-04,DCA,5,ontime,,,,,,
US,LGA,214,09-01-04,DCA,5,ontime,,,,,,
US,LGA,214,09-01-04,DCA,5,ontime,,,,,,
US,LGA,214,09-01-04,DCA,5,ontime,,,,,,
US,LGA,214,09-01-04,DCA,5,ontime,,,,,,
US,LGA,214,09-01-04,DCA,5,ontime,,,,,,
US,LGA,214,09-01-04,DCA,5,ontime,,,,,,
US,LGA,214,09-01-04,DCA,5,ontime,,,,,,
RU,EWR,169,09-01-04,BWI,5,ontime,,,,,,
RU,EWR,169,09-01-04,BWI,5,ontime,,,,,,
RU,EWR,169,09-01-04,BWI,5,delayed,,,,,,
RU,EWR,169,09-01-04,BWI,5,ontime,,,,,,
CO,EWR,199,09-01-04,DCA,5,ontime,,,,,,
CO,EWR,199,09-01-04,DCA,5,ontime,,,,,,
CO,EWR,199,09-01-04,DCA,5,ontime,,,,,,
CO,EWR,199,09-01-04,DCA,5,ontime,,,,,,
DH,EWR,213,09-01-04,IAD,5,ontime,,,,,,
DH,EWR,213,09-01-04,IAD,5,ontime,,,,,,
DH,EWR,213,09-01-04,IAD,5,ontime,,,,,,
DH,EWR,213,09-01-04,IAD,5,ontime,,,,,,
DH,EWR,213,09-01-04,IAD,5,ontime,,,,,,
DH,EWR,213,09-01-04,IAD,5,ontime,,,,,,
RU,EWR,199,09-01-04,DCA,5,ontime,,,,,,
RU,EWR,199,09-01-04,DCA,5,ontime,,,,,,
RU,EWR,199,09-01-04,DCA,5,ontime,,,,,,
RU,EWR,213,09-01-04,IAD,5,delayed,,,,,,
RU,EWR,213,09-01-04,IAD,5,ontime,,,,,,
RU,EWR,213,09-01-04,IAD,5,ontime,,,,,,
RU,EWR,213,09-01-04,IAD,5,ontime,,,,,,
RU,EWR,199,09-01-04,DCA,5,ontime,,,,,,
RU,EWR,199,09-01-04,DCA,5,ontime,,,,,,
RU,EWR,213,09-01-04,IAD,5,ontime,,,,,,
RU,EWR,199,09-01-04,DCA,5,ontime,,,,,,
OH,JFK,184,10-01-04,BWI,6,ontime,,,,,,
DH,JFK,213,10-01-04,DCA,6,delayed,,,,,,
DH,LGA,229,10-01-04,IAD,6,ontime,,,,,,
DH,LGA,229,10-01-04,IAD,6,ontime,,,,,,
DH,LGA,229,10-01-04,IAD,6,ontime,,,,,,
DH,JFK,228,10-01-04,IAD,6,delayed,,,,,,
DH,JFK,228,10-01-04,IAD,6,delayed,,,,,,
DH,JFK,228,10-01-04,IAD,6,ontime,,,,,,
DH,JFK,228,10-01-04,IAD,6,ontime,,,,,,
DH,JFK,228,10-01-04,IAD,6,ontime,,,,,,
DH,JFK,228,10-01-04,IAD,6,ontime,,,,,,
DL,JFK,213,10-01-04,DCA,6,delayed,,,,,,
DL,LGA,214,10-01-04,DCA,6,ontime,,,,,,
DL,LGA,214,10-01-04,DCA,6,ontime,,,,,,
DL,LGA,214,10-01-04,DCA,6,ontime,,,,,,
DL,LGA,214,10-01-04,DCA,6,ontime,,,,,,
DL,LGA,214,10-01-04,DCA,6,ontime,,,,,,
DL,LGA,214,10-01-04,DCA,6,ontime,,,,,,
DL,LGA,214,10-01-04,DCA,6,ontime,,,,,,
DL,LGA,214,10-01-04,DCA,6,ontime,,,,,,
MQ,JFK,213,10-01-04,DCA,6,ontime,,,,,,
MQ,JFK,213,10-01-04,DCA,6,delayed,,,,,,
MQ,JFK,213,10-01-04,DCA,6,ontime,,,,,,
MQ,LGA,214,10-01-04,DCA,6,ontime,,,,,,
MQ,LGA,214,10-01-04,DCA,6,ontime,,,,,,
UA,LGA,229,10-01-04,IAD,6,ontime,,,,,,
US,LGA,214,10-01-04,DCA,6,ontime,,,,,,
US,LGA,214,10-01-04,DCA,6,ontime,,,,,,
US,LGA,214,10-01-04,DCA,6,ontime,,,,,,
US,LGA,214,10-01-04,DCA,6,ontime,,,,,,
US,LGA,214,10-01-04,DCA,6,ontime,,,,,,
US,LGA,214,10-01-04,DCA,6,ontime,,,,,,
US,LGA,214,10-01-04,DCA,6,ontime,,,,,,
RU,EWR,169,10-01-04,BWI,6,ontime,,,,,,
RU,EWR,169,10-01-04,BWI,6,ontime,,,,,,
RU,EWR,169,10-01-04,BWI,6,ontime,,,,,,
RU,EWR,169,10-01-04,BWI,6,ontime,,,,,,
CO,EWR,199,10-01-04,DCA,6,ontime,,,,,,
DH,EWR,213,10-01-04,IAD,6,ontime,,,,,,
DH,EWR,213,10-01-04,IAD,6,ontime,,,,,,
DH,EWR,213,10-01-04,IAD,6,ontime,,,,,,
DH,EWR,213,10-01-04,IAD,6,ontime,,,,,,
RU,EWR,213,10-01-04,IAD,6,ontime,,,,,,
RU,EWR,213,10-01-04,IAD,6,ontime,,,,,,
RU,EWR,199,10-01-04,DCA,6,ontime,,,,,,
RU,EWR,213,10-01-04,IAD,6,ontime,,,,,,
RU,EWR,199,10-01-04,DCA,6,ontime,,,,,,
RU,EWR,199,10-01-04,DCA,6,ontime,,,,,,
RU,EWR,199,10-01-04,DCA,6,ontime,,,,,,
RU,EWR,199,10-01-04,DCA,6,ontime,,,,,,
OH,JFK,184,11-01-04,BWI,7,ontime,,,,,,
DH,JFK,213,11-01-04,DCA,7,ontime,,,,,,
DH,LGA,229,11-01-04,IAD,7,ontime,,,,,,
DH,LGA,229,11-01-04,IAD,7,ontime,,,,,,
DH,LGA,229,11-01-04,IAD,7,ontime,,,,,,
DH,LGA,229,11-01-04,IAD,7,ontime,,,,,,
DH,JFK,228,11-01-04,IAD,7,ontime,,,,,,
DH,JFK,228,11-01-04,IAD,7,ontime,,,,,,
DH,JFK,228,11-01-04,IAD,7,delayed,,,,,,
DH,JFK,228,11-01-04,IAD,7,ontime,,,,,,
DH,JFK,228,11-01-04,IAD,7,ontime,,,,,,
DH,JFK,228,11-01-04,IAD,7,delayed,,,,,,
DH,JFK,228,11-01-04,IAD,7,ontime,,,,,,
DL,JFK,213,11-01-04,DCA,7,delayed,,,,,,
DL,LGA,214,11-01-04,DCA,7,ontime,,,,,,
DL,LGA,214,11-01-04,DCA,7,ontime,,,,,,
DL,LGA,214,11-01-04,DCA,7,ontime,,,,,,
DL,LGA,214,11-01-04,DCA,7,ontime,,,,,,
DL,LGA,214,11-01-04,DCA,7,ontime,,,,,,
DL,LGA,214,11-01-04,DCA,7,ontime,,,,,,
DL,LGA,214,11-01-04,DCA,7,ontime,,,,,,
DL,LGA,214,11-01-04,DCA,7,ontime,,,,,,
DL,LGA,214,11-01-04,DCA,7,ontime,,,,,,
DL,LGA,214,11-01-04,DCA,7,ontime,,,,,,
DL,LGA,214,11-01-04,DCA,7,ontime,,,,,,
DL,LGA,214,11-01-04,DCA,7,ontime,,,,,,
MQ,JFK,213,11-01-04,DCA,7,ontime,,,,,,
MQ,JFK,213,11-01-04,DCA,7,ontime,,,,,,
MQ,JFK,213,11-01-04,DCA,7,ontime,,,,,,
MQ,JFK,213,11-01-04,DCA,7,delayed,,,,,,
MQ,LGA,214,11-01-04,DCA,7,delayed,,,,,,
MQ,LGA,214,11-01-04,DCA,7,ontime,,,,,,
MQ,LGA,214,11-01-04,DCA,7,ontime,,,,,,
MQ,LGA,214,11-01-04,DCA,7,ontime,,,,,,
UA,LGA,229,11-01-04,IAD,7,ontime,,,,,,
US,LGA,214,11-01-04,DCA,7,ontime,,,,,,
US,LGA,214,11-01-04,DCA,7,ontime,,,,,,
US,LGA,214,11-01-04,DCA,7,ontime,,,,,,
US,LGA,214,11-01-04,DCA,7,ontime,,,,,,
US,LGA,214,11-01-04,DCA,7,ontime,,,,,,
US,LGA,214,11-01-04,DCA,7,ontime,,,,,,
US,LGA,214,11-01-04,DCA,7,ontime,,,,,,
US,LGA,214,11-01-04,DCA,7,ontime,,,,,,
US,LGA,214,11-01-04,DCA,7,ontime,,,,,,
US,LGA,214,11-01-04,DCA,7,ontime,,,,,,
US,LGA,214,11-01-04,DCA,7,ontime,,,,,,
US,LGA,214,11-01-04,DCA,7,ontime,,,,,,
US,LGA,214,11-01-04,DCA,7,ontime,,,,,,
RU,EWR,169,11-01-04,BWI,7,ontime,,,,,,
RU,EWR,169,11-01-04,BWI,7,ontime,,,,,,
RU,EWR,169,11-01-04,BWI,7,ontime,,,,,,
RU,EWR,169,11-01-04,BWI,7,ontime,,,,,,
CO,EWR,199,11-01-04,DCA,7,ontime,,,,,,
CO,EWR,199,11-01-04,DCA,7,ontime,,,,,,
CO,EWR,199,11-01-04,DCA,7,ontime,,,,,,
DH,EWR,213,11-01-04,IAD,7,ontime,,,,,,
DH,EWR,213,11-01-04,IAD,7,ontime,,,,,,
DH,EWR,213,11-01-04,IAD,7,ontime,,,,,,
DH,EWR,213,11-01-04,IAD,7,ontime,,,,,,
DH,EWR,213,11-01-04,IAD,7,delayed,,,,,,
RU,EWR,199,11-01-04,DCA,7,ontime,,,,,,
RU,EWR,213,11-01-04,IAD,7,ontime,,,,,,
RU,EWR,213,11-01-04,IAD,7,ontime,,,,,,
RU,EWR,199,11-01-04,DCA,7,ontime,,,,,,
RU,EWR,199,11-01-04,DCA,7,ontime,,,,,,
RU,EWR,199,11-01-04,DCA,7,ontime,,,,,,
RU,EWR,213,11-01-04,IAD,7,ontime,,,,,,
RU,EWR,213,11-01-04,IAD,7,ontime,,,,,,
OH,JFK,184,12-01-04,BWI,1,ontime,,,,,,
DH,JFK,213,12-01-04,DCA,1,ontime,,,,,,
DH,LGA,229,12-01-04,IAD,1,ontime,,,,,,
DH,LGA,229,12-01-04,IAD,1,ontime,,,,,,
DH,LGA,229,12-01-04,IAD,1,ontime,,,,,,
DH,LGA,229,12-01-04,IAD,1,ontime,,,,,,
DH,LGA,229,12-01-04,IAD,1,delayed,,,,,,
DH,LGA,229,12-01-04,IAD,1,ontime,,,,,,
DH,JFK,228,12-01-04,IAD,1,ontime,,,,,,
DH,JFK,228,12-01-04,IAD,1,ontime,,,,,,
DH,JFK,228,12-01-04,IAD,1,delayed,,,,,,
DH,JFK,228,12-01-04,IAD,1,ontime,,,,,,
DH,JFK,228,12-01-04,IAD,1,ontime,,,,,,
DH,JFK,228,12-01-04,IAD,1,ontime,,,,,,
DL,JFK,213,12-01-04,DCA,1,ontime,,,,,,
DL,LGA,214,12-01-04,DCA,1,ontime,,,,,,
DL,LGA,214,12-01-04,DCA,1,ontime,,,,,,
DL,LGA,214,12-01-04,DCA,1,ontime,,,,,,
DL,LGA,214,12-01-04,DCA,1,delayed,,,,,,
DL,LGA,214,12-01-04,DCA,1,ontime,,,,,,
DL,LGA,214,12-01-04,DCA,1,ontime,,,,,,
DL,LGA,214,12-01-04,DCA,1,ontime,,,,,,
DL,LGA,214,12-01-04,DCA,1,ontime,,,,,,
DL,LGA,214,12-01-04,DCA,1,ontime,,,,,,
DL,LGA,214,12-01-04,DCA,1,ontime,,,,,,
DL,LGA,214,12-01-04,DCA,1,ontime,,,,,,
DL,LGA,214,12-01-04,DCA,1,ontime,,,,,,
DL,LGA,214,12-01-04,DCA,1,ontime,,,,,,
DL,LGA,214,12-01-04,DCA,1,ontime,,,,,,
DL,LGA,214,12-01-04,DCA,1,ontime,,,,,,
MQ,JFK,213,12-01-04,DCA,1,ontime,,,,,,
MQ,JFK,213,12-01-04,DCA,1,ontime,,,,,,
MQ,JFK,213,12-01-04,DCA,1,ontime,,,,,,
MQ,LGA,214,12-01-04,DCA,1,delayed,,,,,,
MQ,LGA,214,12-01-04,DCA,1,ontime,,,,,,
MQ,LGA,214,12-01-04,DCA,1,ontime,,,,,,
MQ,LGA,214,12-01-04,DCA,1,ontime,,,,,,
MQ,LGA,214,12-01-04,DCA,1,ontime,,,,,,
MQ,LGA,214,12-01-04,DCA,1,ontime,,,,,,
MQ,LGA,214,12-01-04,DCA,1,ontime,,,,,,
MQ,LGA,214,12-01-04,DCA,1,ontime,,,,,,
MQ,LGA,214,12-01-04,DCA,1,ontime,,,,,,
UA,LGA,229,12-01-04,IAD,1,ontime,,,,,,
US,LGA,214,12-01-04,DCA,1,ontime,,,,,,
US,LGA,214,12-01-04,DCA,1,delayed,,,,,,
US,LGA,214,12-01-04,DCA,1,ontime,,,,,,
US,LGA,214,12-01-04,DCA,1,ontime,,,,,,
US,LGA,214,12-01-04,DCA,1,ontime,,,,,,
US,LGA,214,12-01-04,DCA,1,delayed,,,,,,
US,LGA,214,12-01-04,DCA,1,ontime,,,,,,
US,LGA,214,12-01-04,DCA,1,ontime,,,,,,
US,LGA,214,12-01-04,DCA,1,ontime,,,,,,
US,LGA,214,12-01-04,DCA,1,ontime,,,,,,
US,LGA,214,12-01-04,DCA,1,ontime,,,,,,
US,LGA,214,12-01-04,DCA,1,delayed,,,,,,
US,LGA,214,12-01-04,DCA,1,ontime,,,,,,
US,LGA,214,12-01-04,DCA,1,ontime,,,,,,
US,LGA,214,12-01-04,DCA,1,ontime,,,,,,
US,LGA,214,12-01-04,DCA,1,ontime,,,,,,
RU,EWR,169,12-01-04,BWI,1,ontime,,,,,,
RU,EWR,169,12-01-04,BWI,1,delayed,,,,,,
RU,EWR,169,12-01-04,BWI,1,ontime,,,,,,
RU,EWR,169,12-01-04,BWI,1,ontime,,,,,,
CO,EWR,199,12-01-04,DCA,1,ontime,,,,,,
CO,EWR,199,12-01-04,DCA,1,ontime,,,,,,
CO,EWR,199,12-01-04,DCA,1,delayed,,,,,,
CO,EWR,199,12-01-04,DCA,1,ontime,,,,,,
DH,EWR,213,12-01-04,IAD,1,ontime,,,,,,
DH,EWR,213,12-01-04,IAD,1,ontime,,,,,,
DH,EWR,213,12-01-04,IAD,1,delayed,,,,,,
DH,EWR,213,12-01-04,IAD,1,ontime,,,,,,
DH,EWR,213,12-01-04,IAD,1,ontime,,,,,,
DH,EWR,213,12-01-04,IAD,1,ontime,,,,,,
RU,EWR,199,12-01-04,DCA,1,ontime,,,,,,
RU,EWR,199,12-01-04,DCA,1,ontime,,,,,,
RU,EWR,199,12-01-04,DCA,1,ontime,,,,,,
RU,EWR,213,12-01-04,IAD,1,ontime,,,,,,
RU,EWR,213,12-01-04,IAD,1,ontime,,,,,,
RU,EWR,199,12-01-04,DCA,1,ontime,,,,,,
RU,EWR,213,12-01-04,IAD,1,ontime,,,,,,
RU,EWR,199,12-01-04,DCA,1,ontime,,,,,,
RU,EWR,199,12-01-04,DCA,1,ontime,,,,,,
RU,EWR,213,12-01-04,IAD,1,ontime,,,,,,
RU,EWR,213,12-01-04,IAD,1,ontime,,,,,,
OH,JFK,184,13-01-04,BWI,2,ontime,,,,,,
DH,JFK,213,13-01-04,DCA,2,ontime,,,,,,
DH,LGA,229,13-01-04,IAD,2,ontime,,,,,,
DH,LGA,229,13-01-04,IAD,2,delayed,,,,,,
DH,LGA,229,13-01-04,IAD,2,ontime,,,,,,
DH,LGA,229,13-01-04,IAD,2,delayed,,,,,,
DH,LGA,229,13-01-04,IAD,2,ontime,,,,,,
DH,JFK,228,13-01-04,IAD,2,ontime,,,,,,
DH,JFK,228,13-01-04,IAD,2,ontime,,,,,,
DH,JFK,228,13-01-04,IAD,2,ontime,,,,,,
DH,JFK,228,13-01-04,IAD,2,ontime,,,,,,
DH,JFK,228,13-01-04,IAD,2,ontime,,,,,,
DH,JFK,228,13-01-04,IAD,2,ontime,,,,,,
DH,JFK,228,13-01-04,IAD,2,delayed,,,,,,
DL,JFK,213,13-01-04,DCA,2,ontime,,,,,,
DL,LGA,214,13-01-04,DCA,2,ontime,,,,,,
DL,LGA,214,13-01-04,DCA,2,ontime,,,,,,
DL,LGA,214,13-01-04,DCA,2,ontime,,,,,,
DL,LGA,214,13-01-04,DCA,2,ontime,,,,,,
DL,LGA,214,13-01-04,DCA,2,ontime,,,,,,
DL,LGA,214,13-01-04,DCA,2,ontime,,,,,,
DL,LGA,214,13-01-04,DCA,2,ontime,,,,,,
DL,LGA,214,13-01-04,DCA,2,ontime,,,,,,
DL,LGA,214,13-01-04,DCA,2,ontime,,,,,,
DL,LGA,214,13-01-04,DCA,2,ontime,,,,,,
DL,LGA,214,13-01-04,DCA,2,delayed,,,,,,
DL,LGA,214,13-01-04,DCA,2,ontime,,,,,,
DL,LGA,214,13-01-04,DCA,2,ontime,,,,,,
DL,LGA,214,13-01-04,DCA,2,ontime,,,,,,
DL,LGA,214,13-01-04,DCA,2,delayed,,,,,,
MQ,JFK,213,13-01-04,DCA,2,ontime,,,,,,
MQ,JFK,213,13-01-04,DCA,2,ontime,,,,,,
MQ,JFK,213,13-01-04,DCA,2,delayed,,,,,,
MQ,LGA,214,13-01-04,DCA,2,ontime,,,,,,
MQ,LGA,214,13-01-04,DCA,2,ontime,,,,,,
MQ,LGA,214,13-01-04,DCA,2,ontime,,,,,,
MQ,LGA,214,13-01-04,DCA,2,ontime,,,,,,
MQ,LGA,214,13-01-04,DCA,2,ontime,,,,,,
MQ,LGA,214,13-01-04,DCA,2,ontime,,,,,,
MQ,LGA,214,13-01-04,DCA,2,ontime,,,,,,
MQ,LGA,214,13-01-04,DCA,2,delayed,,,,,,
MQ,LGA,214,13-01-04,DCA,2,delayed,,,,,,
MQ,LGA,214,13-01-04,DCA,2,delayed,,,,,,
UA,LGA,229,13-01-04,IAD,2,ontime,,,,,,
US,LGA,214,13-01-04,DCA,2,ontime,,,,,,
US,LGA,214,13-01-04,DCA,2,ontime,,,,,,
US,LGA,214,13-01-04,DCA,2,ontime,,,,,,
US,LGA,214,13-01-04,DCA,2,ontime,,,,,,
US,LGA,214,13-01-04,DCA,2,ontime,,,,,,
US,LGA,214,13-01-04,DCA,2,ontime,,,,,,
US,LGA,214,13-01-04,DCA,2,ontime,,,,,,
US,LGA,214,13-01-04,DCA,2,ontime,,,,,,
US,LGA,214,13-01-04,DCA,2,ontime,,,,,,
US,LGA,214,13-01-04,DCA,2,ontime,,,,,,
